geneid	symbol
ENSMUSG00000044502	Bod1
ENSMUSG00000044505	Lingo4
ENSMUSG00000044519	Zfp488
ENSMUSG00000044522	A730020M07Rik
ENSMUSG00000044528	Tram1l1
ENSMUSG00000044533	Rps2
ENSMUSG00000044534	Ackr2
ENSMUSG00000044544	4921513I03Rik
ENSMUSG00000044548	Dact1
ENSMUSG00000044550	Tceal3
ENSMUSG00000044551	9930012K11Rik
ENSMUSG00000044556	Tex38
ENSMUSG00000044560	Olfr1302
ENSMUSG00000044562	Rasip1
ENSMUSG00000044566	Cage1
ENSMUSG00000044573	Acp1
ENSMUSG00000044574	5031434C07Rik
ENSMUSG00000044576	Garem2
ENSMUSG00000044581	4932415D10Rik
ENSMUSG00000044583	Tlr7
ENSMUSG00000044594	Serpinb3a
ENSMUSG00000044595	Dnd1
ENSMUSG00000044597	Mycs
ENSMUSG00000044600	Smim7
ENSMUSG00000044609	Gm9294
ENSMUSG00000044617	Zbtb39
ENSMUSG00000044624	Gm4922
ENSMUSG00000044626	Liph
ENSMUSG00000044627	Swi5
ENSMUSG00000044628	Rnf208
ENSMUSG00000044629	Cnrip1
ENSMUSG00000044633	B530045E10Rik
ENSMUSG00000044636	Csrnp2
ENSMUSG00000044641	Pard6b
ENSMUSG00000044645	Gm7334
ENSMUSG00000044646	Zbtb7c
ENSMUSG00000044647	Csrnp3
ENSMUSG00000044667	Plppr4
ENSMUSG00000044674	Fzd1
ENSMUSG00000044676	Zfp612
ENSMUSG00000044678	Ly6k
ENSMUSG00000044681	Cnpy1
ENSMUSG00000044689	Gm13749
ENSMUSG00000044694	2010007H06Rik
ENSMUSG00000044697	Gm5479
ENSMUSG00000044700	Tmem201
ENSMUSG00000044701	Il27
ENSMUSG00000044702	Palb2
ENSMUSG00000044703	Phf11a
ENSMUSG00000044707	Ccnjl
ENSMUSG00000044708	Kcnj10
ENSMUSG00000044709	Gemin7
ENSMUSG00000044712	Slc38a6
ENSMUSG00000044715	Gskip
ENSMUSG00000044716	Dok7
ENSMUSG00000044719	E230025N22Rik
ENSMUSG00000044724	Gpr152
ENSMUSG00000044726	Erich5
ENSMUSG00000044730	9930104L06Rik
ENSMUSG00000044734	Serpinb1a
ENSMUSG00000044743	Defb10
ENSMUSG00000044748	Defb1
ENSMUSG00000044749	Abca6
ENSMUSG00000044751	Atp5pb-ps
ENSMUSG00000044757	Gm6430
ENSMUSG00000044763	Trmt10c
ENSMUSG00000044768	D1Ertd622e
ENSMUSG00000044770	Scml4
ENSMUSG00000044772	Sntn
ENSMUSG00000044783	Hjurp
ENSMUSG00000044786	Zfp36
ENSMUSG00000044787	Spata32
ENSMUSG00000044788	Fads6
ENSMUSG00000044791	Setd2
ENSMUSG00000044792	Isca1
ENSMUSG00000044795	Cyb5d1
ENSMUSG00000044807	Zfp354c
ENSMUSG00000044811	Cd300c2
ENSMUSG00000044813	Shb
ENSMUSG00000044814	Olfr543
ENSMUSG00000044816	D630023F18Rik
ENSMUSG00000044819	Oxgr1
ENSMUSG00000044820	AY074887
ENSMUSG00000044824	Olfr545
ENSMUSG00000044827	Tlr1
ENSMUSG00000044835	Ankrd45
ENSMUSG00000044847	Lsm11
ENSMUSG00000044854	1700056E22Rik
ENSMUSG00000044857	Lemd2
ENSMUSG00000044860	Gm1123
ENSMUSG00000044863	Defb36
ENSMUSG00000044864	Ankrd50
ENSMUSG00000044867	Gimap1os
ENSMUSG00000044876	Zfp444
ENSMUSG00000044881	Coa4
ENSMUSG00000044894	Uqcrq
ENSMUSG00000044906	4930503L19Rik
ENSMUSG00000044912	Syt16
ENSMUSG00000044916	1700029I15Rik
ENSMUSG00000044921	Rassf9
ENSMUSG00000044927	H1f10
ENSMUSG00000044933	Sstr3
ENSMUSG00000044934	Zfp367
ENSMUSG00000044937	Ttc41
ENSMUSG00000044938	Klhl31
ENSMUSG00000044948	Cfap43
ENSMUSG00000044949	Ubtd2
ENSMUSG00000044950	Pwwp2a
ENSMUSG00000044951	Mylk4
ENSMUSG00000044952	Kctd21
ENSMUSG00000044957	Pp2d1
ENSMUSG00000044966	Fbxo48
ENSMUSG00000044968	Napepld
ENSMUSG00000044976	Wdr72
ENSMUSG00000044982	Sft2d3
ENSMUSG00000044986	Tst
ENSMUSG00000044988	Ucn3
ENSMUSG00000044991	Shld1
ENSMUSG00000044994	Olfr1426
ENSMUSG00000044997	E130304I02Rik
ENSMUSG00000045004	Spata21
ENSMUSG00000045005	Fzd5
ENSMUSG00000045007	Tubg2
ENSMUSG00000045008	9030612E09Rik
ENSMUSG00000045009	Prrt3
ENSMUSG00000045010	Gm4779
ENSMUSG00000045019	Acer1
ENSMUSG00000045027	Prss22
ENSMUSG00000045031	Cetn4
ENSMUSG00000045034	Ankrd34b
ENSMUSG00000045036	Tmem232
ENSMUSG00000045038	Prkce
ENSMUSG00000045039	Megf8
ENSMUSG00000045045	Lrfn4
ENSMUSG00000045048	Gm9795
ENSMUSG00000045052	Prlhr
ENSMUSG00000045053	Kcng3
ENSMUSG00000045055	Rpsa-ps2
ENSMUSG00000045062	Pcdhb7
ENSMUSG00000045064	Zc2hc1c
ENSMUSG00000045065	9930022D16Rik
ENSMUSG00000045071	E130308A19Rik
ENSMUSG00000045075	Gm9796
ENSMUSG00000045078	Rnf216
ENSMUSG00000045083	Lingo2
ENSMUSG00000045087	S1pr5
ENSMUSG00000045091	Aqp12
ENSMUSG00000045092	S1pr1
ENSMUSG00000045094	Arhgef37
ENSMUSG00000045095	Magi1
ENSMUSG00000045098	Kmt5b
ENSMUSG00000045100	Slc25a26
ENSMUSG00000045102	Poln
ENSMUSG00000045103	Dmd
ENSMUSG00000045104	Ldhb-ps
ENSMUSG00000045106	Ccdc73
ENSMUSG00000045107	Saysd1
ENSMUSG00000045114	Prrt2
ENSMUSG00000045128	Rpl18a
ENSMUSG00000045136	Tubb2b
ENSMUSG00000045140	Pigw
ENSMUSG00000045160	Bola3
ENSMUSG00000045165	AI467606
ENSMUSG00000045174	Amer3
ENSMUSG00000045176	Borcs6
ENSMUSG00000045178	4933411O13Rik
ENSMUSG00000045179	Sox3
ENSMUSG00000045180	Shroom2
ENSMUSG00000045193	Cirbp
ENSMUSG00000045201	Lrrc3b
ENSMUSG00000045205	Dpy19l4
ENSMUSG00000045210	Vcpip1
ENSMUSG00000045211	Nudt18
ENSMUSG00000045215	Asxl3
ENSMUSG00000045216	Hs6st1
ENSMUSG00000045225	Olfr1152
ENSMUSG00000045231	BC106179
ENSMUSG00000045232	Rln3
ENSMUSG00000045237	1110012L19Rik
ENSMUSG00000045238	A730035I17Rik
ENSMUSG00000045246	Kcng4
ENSMUSG00000045248	Med26
ENSMUSG00000045251	Zfp688
ENSMUSG00000045252	Zfp574
ENSMUSG00000045257	Morn2
ENSMUSG00000045259	Klhdc9
ENSMUSG00000045268	Zfp691
ENSMUSG00000045273	Cenph
ENSMUSG00000045275	Lca5l
ENSMUSG00000045281	Gpr20
ENSMUSG00000045282	Tmem86b
ENSMUSG00000045284	Dcaf12l1
ENSMUSG00000045287	Rtn4rl1
ENSMUSG00000045288	Ush1g
ENSMUSG00000045291	E330021D16Rik
ENSMUSG00000045294	Insig1
ENSMUSG00000045302	Preb
ENSMUSG00000045306	Olfr734
ENSMUSG00000045312	Lhfpl2
ENSMUSG00000045314	Sowahb
ENSMUSG00000045316	Fahd1
ENSMUSG00000045318	Adra2c
ENSMUSG00000045319	Proser2
ENSMUSG00000045322	Tlr9
ENSMUSG00000045326	Fndc7
ENSMUSG00000045327	6330549D23Rik
ENSMUSG00000045328	Cenpe
ENSMUSG00000045333	Zfp423
ENSMUSG00000045337	Defb11
ENSMUSG00000045345	9530056K15Rik
ENSMUSG00000045348	Nyap1
ENSMUSG00000045349	Sh2d5
ENSMUSG00000045350	Fam186a
ENSMUSG00000045362	Tnfrsf26
ENSMUSG00000045374	Wdr81
ENSMUSG00000045377	Tmem88
ENSMUSG00000045378	Pxt1
ENSMUSG00000045381	Olfr433
ENSMUSG00000045382	Cxcr4
ENSMUSG00000045391	1700120B22Rik
ENSMUSG00000045392	Olfr1033
ENSMUSG00000045394	Epcam
ENSMUSG00000045404	Kcnk13
ENSMUSG00000045409	Trim39
ENSMUSG00000045410	Akr1e1
ENSMUSG00000045411	2410002F23Rik
ENSMUSG00000045414	Dipk2a
ENSMUSG00000045421	Olfr1390
ENSMUSG00000045427	Hnrnph2
ENSMUSG00000045435	Tmem60
ENSMUSG00000045438	Cox19
ENSMUSG00000045440	Insm2
ENSMUSG00000045441	Gprin3
ENSMUSG00000045455	Gm9797
ENSMUSG00000045463	Slco6b1
ENSMUSG00000045464	2810002D19Rik
ENSMUSG00000045466	Zfp956
ENSMUSG00000045467	Ttll13
ENSMUSG00000045471	Hcrt
ENSMUSG00000045475	Lce3c
ENSMUSG00000045482	Trrap
ENSMUSG00000045493	Bhlhe23
ENSMUSG00000045498	Pcdhb3
ENSMUSG00000045502	Hcar2
ENSMUSG00000045503	Sys1
ENSMUSG00000045506	A930002H24Rik
ENSMUSG00000045509	Gpr150
ENSMUSG00000045515	Pou3f3
ENSMUSG00000045518	Onecut3
ENSMUSG00000045519	Zfp560
ENSMUSG00000045521	Tssk2
ENSMUSG00000045532	C1ql1
ENSMUSG00000045534	Kcna5
ENSMUSG00000045538	Ddx28
ENSMUSG00000045539	Sprr3
ENSMUSG00000045540	Olfr600
ENSMUSG00000045545	Krt14
ENSMUSG00000045551	Fpr1
ENSMUSG00000045555	Mettl24
ENSMUSG00000045569	Mc2r
ENSMUSG00000045573	Penk
ENSMUSG00000045576	St7l
ENSMUSG00000045581	Olfr710
ENSMUSG00000045589	Frrs1l
ENSMUSG00000045591	Olig3
ENSMUSG00000045594	Glb1
ENSMUSG00000045598	Zfp553
ENSMUSG00000045608	Dbx2
ENSMUSG00000045609	Gm5455
ENSMUSG00000045613	Chrm2
ENSMUSG00000045620	Odf3l1
ENSMUSG00000045624	Esf1
ENSMUSG00000045625	Pigz
ENSMUSG00000045629	Sh3tc2
ENSMUSG00000045631	Tmprss12
ENSMUSG00000045636	Mtus1
ENSMUSG00000045639	Zfp629
ENSMUSG00000045648	Vwc2l
ENSMUSG00000045655	Fam216b
ENSMUSG00000045657	Pcdhb10
ENSMUSG00000045658	Pid1
ENSMUSG00000045659	Plekha7
ENSMUSG00000045662	Henmt1
ENSMUSG00000045664	Cdc42ep2
ENSMUSG00000045665	Mfsd5
ENSMUSG00000045667	Smtnl2
ENSMUSG00000045671	Spred2
ENSMUSG00000045672	Col27a1
ENSMUSG00000045678	Olfr1489
ENSMUSG00000045679	Pqlc3
ENSMUSG00000045680	Tcf21
ENSMUSG00000045689	Pcdhb4
ENSMUSG00000045690	Wdr89
ENSMUSG00000045691	Thtpa
ENSMUSG00000045693	Nlrp4e
ENSMUSG00000045694	Gm4997
ENSMUSG00000045699	Gm21411
ENSMUSG00000045708	Olfr447
ENSMUSG00000045709	Smkr-ps
ENSMUSG00000045725	Prr15
ENSMUSG00000045730	Adrb2
ENSMUSG00000045731	Pnoc
ENSMUSG00000045733	Sprn
ENSMUSG00000045744	Bricd5
ENSMUSG00000045746	B230317F23Rik
ENSMUSG00000045751	Mms22l
ENSMUSG00000045752	Tssc4
ENSMUSG00000045757	Zfp764
ENSMUSG00000045761	Togaram2
ENSMUSG00000045763	Basp1
ENSMUSG00000045767	B230219D22Rik
ENSMUSG00000045775	Slc16a5
ENSMUSG00000045776	Lrtm1
ENSMUSG00000045777	Ifitm10
ENSMUSG00000045780	Olfr624
ENSMUSG00000045790	Ccdc149
ENSMUSG00000045795	Whamm
ENSMUSG00000045799	Gm9800
ENSMUSG00000045802	Hsf3
ENSMUSG00000045812	Olfr984
ENSMUSG00000045813	Gm9801
ENSMUSG00000045815	1700101I19Rik
ENSMUSG00000045817	Zfp36l2
ENSMUSG00000045822	Zswim3
ENSMUSG00000045824	Olfr574
ENSMUSG00000045826	Ptprcap
ENSMUSG00000045827	Serpinb9
ENSMUSG00000045835	Hdgfl1
ENSMUSG00000045838	Ccdc9b
ENSMUSG00000045854	Lyrm2
ENSMUSG00000045867	Cradd
ENSMUSG00000045868	Gvin1
ENSMUSG00000045871	Slitrk6
ENSMUSG00000045875	Adra1a
ENSMUSG00000045876	Pcdhb8
ENSMUSG00000045877	4933415A04Rik
ENSMUSG00000045886	Gm9803
ENSMUSG00000045896	Paip2b
ENSMUSG00000045903	Npas4
ENSMUSG00000045912	C2cd4c
ENSMUSG00000045915	Ccdc42
ENSMUSG00000045917	Tmem268
ENSMUSG00000045928	4933440M02Rik
ENSMUSG00000045929	Gm20715
ENSMUSG00000045930	Clec14a
ENSMUSG00000045932	Ifit2
ENSMUSG00000045934	Mtmr11
ENSMUSG00000045942	BC049762
ENSMUSG00000045948	Mrps12
ENSMUSG00000045952	Gm5548
ENSMUSG00000045954	Cavin2
ENSMUSG00000045962	Wnk1
ENSMUSG00000045967	Gpr158
ENSMUSG00000045968	Teddm2
ENSMUSG00000045969	Ing1
ENSMUSG00000045973	Slc25a51
ENSMUSG00000045975	C2cd2
ENSMUSG00000045980	Tmem104
ENSMUSG00000045983	Eif4g1
ENSMUSG00000045989	4930451I11Rik
ENSMUSG00000045991	Onecut2
ENSMUSG00000045994	B3gat1
ENSMUSG00000045996	Polr2k
ENSMUSG00000046000	Naa11
ENSMUSG00000046005	D830044D21Rik
ENSMUSG00000046008	Pnlip
ENSMUSG00000046010	Zfp830
ENSMUSG00000046020	Pofut1
ENSMUSG00000046027	Stard5
ENSMUSG00000046031	Calhm6
ENSMUSG00000046032	Snx12
ENSMUSG00000046034	Otulin
ENSMUSG00000046049	Rp1l1
ENSMUSG00000046056	Sbsn
ENSMUSG00000046058	Eid2
ENSMUSG00000046062	Ppp1r15b
ENSMUSG00000046070	Igfals
ENSMUSG00000046079	Lrrc8d
ENSMUSG00000046080	Clec9a
ENSMUSG00000046082	Tmem174
ENSMUSG00000046085	4931422A03Rik
ENSMUSG00000046093	Hpcal4
ENSMUSG00000046095	Krt32
ENSMUSG00000046096	Mosmo
ENSMUSG00000046101	Mcmdc2
ENSMUSG00000046109	AB041806
ENSMUSG00000046110	Serinc4
ENSMUSG00000046111	Cep295
ENSMUSG00000046119	1110008E08Rik
ENSMUSG00000046130	Vmn1r184
ENSMUSG00000046133	C130073F10Rik
ENSMUSG00000046138	9930021J03Rik
ENSMUSG00000046139	Patl1
ENSMUSG00000046145	1700018M17Rik
ENSMUSG00000046152	Fut10
ENSMUSG00000046157	Tmem229b
ENSMUSG00000046159	Chrm3
ENSMUSG00000046160	Olig1
ENSMUSG00000046167	Gldn
ENSMUSG00000046168	Kcnrg
ENSMUSG00000046169	Adamts6
ENSMUSG00000046173	Pabpc6
ENSMUSG00000046178	Nxph1
ENSMUSG00000046179	E2f8
ENSMUSG00000046180	4930550L24Rik
ENSMUSG00000046182	Gsg1l
ENSMUSG00000046185	Zfp84
ENSMUSG00000046186	Cd109
ENSMUSG00000046191	Pcdhb20
ENSMUSG00000046192	Iqub
ENSMUSG00000046196	Ttc39d
ENSMUSG00000046201	Scaf8
ENSMUSG00000046203	Sprr2g
ENSMUSG00000046204	Pnma2
ENSMUSG00000046207	Pik3r6
ENSMUSG00000046213	Cym
ENSMUSG00000046215	Rprml
ENSMUSG00000046219	C230012O17Rik
ENSMUSG00000046223	Plaur
ENSMUSG00000046229	Scand1
ENSMUSG00000046230	Vps13a
ENSMUSG00000046240	Hepacam
ENSMUSG00000046242	Nme9
ENSMUSG00000046245	Pilra
ENSMUSG00000046258	Adam29
ENSMUSG00000046269	Usp27x
ENSMUSG00000046272	Olfr1444
ENSMUSG00000046275	Trarg1
ENSMUSG00000046280	She
ENSMUSG00000046287	Pnma3
ENSMUSG00000046295	Ankle1
ENSMUSG00000046300	Olfr1412
ENSMUSG00000046311	Zfp62
ENSMUSG00000046312	Myorg
ENSMUSG00000046314	Stxbp6
ENSMUSG00000046317	BC107364
ENSMUSG00000046318	Ccbe1
ENSMUSG00000046321	Hs3st2
ENSMUSG00000046323	Dppa3
ENSMUSG00000046324	Ermp1
ENSMUSG00000046329	Slc25a23
ENSMUSG00000046330	Rpl37a
ENSMUSG00000046334	Gm6195
ENSMUSG00000046337	Fam178b
ENSMUSG00000046338	Gpat2
ENSMUSG00000046341	Gm11223
ENSMUSG00000046345	Smco1
ENSMUSG00000046351	Zfp322a
ENSMUSG00000046352	Gjb2
ENSMUSG00000046354	Defb14
ENSMUSG00000046364	Rpl27a
ENSMUSG00000046367	Mgat4e
ENSMUSG00000046372	Gm5590
ENSMUSG00000046378	Asphd1
ENSMUSG00000046380	Jrk
ENSMUSG00000046387	Pcdhb17
ENSMUSG00000046388	Gm9806
ENSMUSG00000046402	Rbp1
ENSMUSG00000046404	Yod1
ENSMUSG00000046408	1700067K01Rik
ENSMUSG00000046410	Kcnk6
ENSMUSG00000046413	Irx3os
ENSMUSG00000046415	B430212C06Rik
ENSMUSG00000046417	Lrrc75a
ENSMUSG00000046432	Bex3
ENSMUSG00000046434	Hnrnpa1
ENSMUSG00000046440	Gm5564
ENSMUSG00000046441	Cmtr2
ENSMUSG00000046442	Ppm1e
ENSMUSG00000046447	Camk2n1
ENSMUSG00000046449	Nexmif
ENSMUSG00000046450	Olfr71
ENSMUSG00000046456	Tmem150b
ENSMUSG00000046460	Sh2d7
ENSMUSG00000046463	5930403N24Rik
ENSMUSG00000046470	Sox18
ENSMUSG00000046480	Scn4b
ENSMUSG00000046486	Olfr231
ENSMUSG00000046487	Mospd4
ENSMUSG00000046490	Rnf222
ENSMUSG00000046491	C1qtnf2
ENSMUSG00000046500	Tafa4
ENSMUSG00000046516	Cox17
ENSMUSG00000046518	Ferd3l
ENSMUSG00000046519	Golph3l
ENSMUSG00000046523	Kctd4
ENSMUSG00000046532	Ar
ENSMUSG00000046541	Zfp526
ENSMUSG00000046546	Fam43a
ENSMUSG00000046550	Spin2c
ENSMUSG00000046556	Zfp319
ENSMUSG00000046561	Arsj
ENSMUSG00000046562	Unc119b
ENSMUSG00000046567	4930430F08Rik
ENSMUSG00000046572	Zfp518b
ENSMUSG00000046573	Lyrm4
ENSMUSG00000046574	Prr12
ENSMUSG00000046580	Gm7862
ENSMUSG00000046585	Cfap58
ENSMUSG00000046589	Lrrc8e
ENSMUSG00000046591	Ticrr
ENSMUSG00000046593	Tmem215
ENSMUSG00000046598	Bdh1
ENSMUSG00000046603	Tcaim
ENSMUSG00000046605	B3gntl1
ENSMUSG00000046607	Hrk
ENSMUSG00000046610	Oacyl
ENSMUSG00000046613	Vwa5b2
ENSMUSG00000046618	Olfml2a
ENSMUSG00000046620	Rps11-ps4
ENSMUSG00000046623	Gjb4
ENSMUSG00000046634	Pkd1l1
ENSMUSG00000046636	Gm7729
ENSMUSG00000046637	Ttc34
ENSMUSG00000046650	Olfr1440
ENSMUSG00000046658	Zfp316
ENSMUSG00000046667	Rbm12b1
ENSMUSG00000046668	Cxxc5
ENSMUSG00000046671	Mtfr1l
ENSMUSG00000046675	Tmem251
ENSMUSG00000046679	C87436
ENSMUSG00000046683	0610025J13Rik
ENSMUSG00000046687	Gm5424
ENSMUSG00000046688	Tifa
ENSMUSG00000046691	Chtf8
ENSMUSG00000046694	Tent5b
ENSMUSG00000046699	Slitrk4
ENSMUSG00000046707	Csnk2a2
ENSMUSG00000046709	Mapk10
ENSMUSG00000046711	Hmga1
ENSMUSG00000046714	Foxc2
ENSMUSG00000046717	Igbp1b
ENSMUSG00000046718	Bst2
ENSMUSG00000046719	Nxph3
ENSMUSG00000046721	Rpl14-ps1
ENSMUSG00000046722	Cdc42se1
ENSMUSG00000046723	Adam24
ENSMUSG00000046727	Cystm1
ENSMUSG00000046731	Kctd11
ENSMUSG00000046733	Gprc5a
ENSMUSG00000046743	Fat4
ENSMUSG00000046747	Gm9812
ENSMUSG00000046748	Tmem45a2
ENSMUSG00000046750	Selenov
ENSMUSG00000046753	Ccdc66
ENSMUSG00000046756	Mrps7
ENSMUSG00000046761	Fam83h
ENSMUSG00000046764	A530053G22Rik
ENSMUSG00000046768	Rhoj
ENSMUSG00000046774	8030474K03Rik
ENSMUSG00000046782	Ttc6
ENSMUSG00000046785	Epm2aip1
ENSMUSG00000046790	Olfr1341
ENSMUSG00000046791	Riox1
ENSMUSG00000046792	Zfp787
ENSMUSG00000046793	Gpr61
ENSMUSG00000046794	Ppp1r3b
ENSMUSG00000046798	Cldn12
ENSMUSG00000046805	Mpeg1
ENSMUSG00000046806	Cyren
ENSMUSG00000046807	Lrrc75b
ENSMUSG00000046808	Atp10d
ENSMUSG00000046811	Gltpd2
ENSMUSG00000046814	Gchfr
ENSMUSG00000046818	Ddit4l
ENSMUSG00000046822	Slc39a3
ENSMUSG00000046826	Fam187b
ENSMUSG00000046828	Mettl21e
ENSMUSG00000046834	Krt1
ENSMUSG00000046836	Brox
ENSMUSG00000046840	Hnf4aos
ENSMUSG00000046841	Ckap4
ENSMUSG00000046844	Vat1l
ENSMUSG00000046854	Pip5kl1
ENSMUSG00000046856	Gpr1
ENSMUSG00000046861	Hectd3
ENSMUSG00000046862	Pramef8
ENSMUSG00000046865	Fbl
ENSMUSG00000046873	Mbtps2
ENSMUSG00000046876	Atxn1
ENSMUSG00000046879	Irgm1
ENSMUSG00000046881	Olfr374
ENSMUSG00000046886	Zfp474
ENSMUSG00000046897	Zfp740
ENSMUSG00000046908	Ltb4r1
ENSMUSG00000046909	Tefm
ENSMUSG00000046916	Myct1
ENSMUSG00000046922	Gpr6
ENSMUSG00000046924	Vmn1r179
ENSMUSG00000046932	Vmn1r193
ENSMUSG00000046934	Csl
ENSMUSG00000046942	Mageb16
ENSMUSG00000046947	Adck2
ENSMUSG00000046949	Nqo2
ENSMUSG00000046952	Gm5815
ENSMUSG00000046957	Spz1
ENSMUSG00000046958	4930432E11Rik
ENSMUSG00000046959	Slc26a1
ENSMUSG00000046961	Gpr156
ENSMUSG00000046962	Zbtb21
ENSMUSG00000046971	Pla2g4f
ENSMUSG00000046974	BC053393
ENSMUSG00000046982	Tshz1
ENSMUSG00000046985	Tapt1
ENSMUSG00000046991	Wdr27
ENSMUSG00000046993	Gm5637
ENSMUSG00000046994	Mars2
ENSMUSG00000046997	Spsb4
ENSMUSG00000046999	1110032F04Rik
ENSMUSG00000047003	Zfp41
ENSMUSG00000047013	Fbxo41
ENSMUSG00000047014	Catsperb
ENSMUSG00000047021	Cfap65
ENSMUSG00000047022	Mipol1
ENSMUSG00000047026	Acsm4
ENSMUSG00000047030	Spata2
ENSMUSG00000047031	Vmn1r68
ENSMUSG00000047033	Pcdhb15
ENSMUSG00000047034	Ankrd33
ENSMUSG00000047036	Zfp445
ENSMUSG00000047037	Nipa1
ENSMUSG00000047040	Prr15l
ENSMUSG00000047044	D030056L22Rik
ENSMUSG00000047045	Tmem164
ENSMUSG00000047050	Olfr914
ENSMUSG00000047061	Gm9817
ENSMUSG00000047067	Dusp28
ENSMUSG00000047084	Ngrn
ENSMUSG00000047085	Lrrc4b
ENSMUSG00000047090	Tmem198b
ENSMUSG00000047094	Ofcc1
ENSMUSG00000047098	Rnf31
ENSMUSG00000047104	Pbp2
ENSMUSG00000047108	Dnajb7
ENSMUSG00000047109	Cldn14
ENSMUSG00000047115	Fam221a
ENSMUSG00000047117	Ankdd1b
ENSMUSG00000047123	Ticam1
ENSMUSG00000047126	Cltc
ENSMUSG00000047129	1700113H08Rik
ENSMUSG00000047139	Cd24a
ENSMUSG00000047141	Zfp654
ENSMUSG00000047143	Dmrta2
ENSMUSG00000047146	Tet1
ENSMUSG00000047150	1700001C19Rik
ENSMUSG00000047153	Khnyn
ENSMUSG00000047155	Cyp4x1
ENSMUSG00000047161	Chst9
ENSMUSG00000047171	Helt
ENSMUSG00000047180	Neurl3
ENSMUSG00000047181	Samd14
ENSMUSG00000047182	Irs3
ENSMUSG00000047187	Rab2a
ENSMUSG00000047193	Dync2h1
ENSMUSG00000047197	Gjd3
ENSMUSG00000047203	Vmn1r54
ENSMUSG00000047205	Dusp18
ENSMUSG00000047213	Ythdf3
ENSMUSG00000047215	Rpl9
ENSMUSG00000047216	Cdh19
ENSMUSG00000047220	Ccdc36
ENSMUSG00000047221	Fam185a
ENSMUSG00000047222	Rnase2a
ENSMUSG00000047227	Gm527
ENSMUSG00000047228	A2ml1
ENSMUSG00000047230	Cldn2
ENSMUSG00000047237	Fbxw21
ENSMUSG00000047238	Mageh1
ENSMUSG00000047242	Taf9b
ENSMUSG00000047246	H2bc6
ENSMUSG00000047248	C2cd3
ENSMUSG00000047250	Ptgs1
ENSMUSG00000047257	Prss45
ENSMUSG00000047259	Mc4r
ENSMUSG00000047260	Emc6
ENSMUSG00000047261	Gap43
ENSMUSG00000047264	Zfp358
ENSMUSG00000047281	Sfn
ENSMUSG00000047284	Neurl4
ENSMUSG00000047293	Gpr15
ENSMUSG00000047298	Kcnv2
ENSMUSG00000047307	Pcdhb13
ENSMUSG00000047324	4931429P17Rik
ENSMUSG00000047330	Kcne4
ENSMUSG00000047342	Zfp286
ENSMUSG00000047343	Mettl21c
ENSMUSG00000047344	Lancl3
ENSMUSG00000047347	Tdg-ps
ENSMUSG00000047361	Gm973
ENSMUSG00000047363	Cstad
ENSMUSG00000047368	Abhd17b
ENSMUSG00000047369	Dnah14
ENSMUSG00000047370	Gm7367
ENSMUSG00000047371	Zfp768
ENSMUSG00000047379	B4gat1
ENSMUSG00000047384	A730013G03Rik
ENSMUSG00000047388	Atmin
ENSMUSG00000047390	Defb9
ENSMUSG00000047394	Odf3b
ENSMUSG00000047407	Tgif1
ENSMUSG00000047409	Ctdspl
ENSMUSG00000047412	Zbtb44
ENSMUSG00000047414	Flrt2
ENSMUSG00000047415	Gpr68
ENSMUSG00000047417	Rexo1
ENSMUSG00000047419	Cmya5
ENSMUSG00000047420	Fam180a
ENSMUSG00000047423	AI837181
ENSMUSG00000047428	Dlk2
ENSMUSG00000047434	Xxylt1
ENSMUSG00000047441	Antxrl
ENSMUSG00000047443	Erfe
ENSMUSG00000047444	Olfr139
ENSMUSG00000047446	Arl4a
ENSMUSG00000047454	Gphn
ENSMUSG00000047459	Dynlrb1
ENSMUSG00000047466	8030462N17Rik
ENSMUSG00000047473	Zfp30
ENSMUSG00000047485	Klhl34
ENSMUSG00000047492	Inhbe
ENSMUSG00000047495	Dlgap2
ENSMUSG00000047496	Rnf152
ENSMUSG00000047497	Adamts12
ENSMUSG00000047501	Cldn4
ENSMUSG00000047502	Mroh7
ENSMUSG00000047507	Baiap3
ENSMUSG00000047508	Mbd3l2
ENSMUSG00000047509	Gm6776
ENSMUSG00000047511	Olfr1396
ENSMUSG00000047514	Tspyl1
ENSMUSG00000047515	BC049715
ENSMUSG00000047517	Dmbt1
ENSMUSG00000047518	Slfnl1
ENSMUSG00000047528	Flacc1
ENSMUSG00000047531	Rtp2
ENSMUSG00000047534	Mis18bp1
ENSMUSG00000047539	Fbxo28
ENSMUSG00000047547	Cltb
ENSMUSG00000047554	Tmem41b
ENSMUSG00000047557	Lxn
ENSMUSG00000047562	Mmp10
ENSMUSG00000047565	Acot10
ENSMUSG00000047583	Tyw3
ENSMUSG00000047586	Nccrp1
ENSMUSG00000047591	Mafa
ENSMUSG00000047592	Nxpe5
ENSMUSG00000047594	Olfr1122
ENSMUSG00000047603	Zfp235
ENSMUSG00000047604	Frat2
ENSMUSG00000047606	Ankrd34c
ENSMUSG00000047613	A430005L14Rik
ENSMUSG00000047617	Paxx
ENSMUSG00000047619	Ddi1
ENSMUSG00000047631	Apof
ENSMUSG00000047632	Fgfbp3
ENSMUSG00000047635	2810006K23Rik
ENSMUSG00000047636	Cdcp2
ENSMUSG00000047638	Nr1h4
ENSMUSG00000047641	Krt87
ENSMUSG00000047642	D930020B18Rik
